fid	dist	x	y	value_s
1	108.0	77773.30701837293	74774.71193548135	{1: 245.47828674316406}
1	109.0	77773.57776481949	74775.67458617692	{1: 246.08657836914062}
1	110.0	77773.84851126604	74776.63723687248	{1: 248.3165740966797}
1	111.0	77774.1192577126	74777.59988756805	{1: 249.55999755859375}
1	112.0	77774.39000415917	74778.56253826362	{1: 249.18499755859375}
1	113.0	77774.66075060573	74779.52518895919	{1: 249.54000854492188}
1	114.0	77774.9314970523	74780.48783965476	{1: 251.06500244140625}
1	115.0	77775.20224349885	74781.45049035031	{1: 251.10000610351562}
1	116.0	77775.47298994541	74782.41314104588	{1: 251.22000122070312}
1	117.0	77775.74373639197	74783.37579174145	{1: 251.03250122070312}
1	118.0	77776.01448283854	74784.33844243702	{1: 253.99642944335938}
1	119.0	77776.2852292851	74785.30109313258	{1: 256.385009765625}
1	120.0	77776.55597573165	74786.26374382815	{1: 256.97943115234375}
1	121.0	77776.82672217822	74787.22639452372	{1: 258.0544128417969}
1	122.0	77777.09746862478	74788.18904521929	{1: 259.8625183105469}
1	123.0	77777.36821507134	74789.15169591484	{1: 259.8450012207031}
1	124.0	77777.6389615179	74790.11434661041	{1: 260.364990234375}
1	125.0	77777.90970796446	74791.07699730598	{1: 260.8125}
1	126.0	77778.18045441102	74792.03964800155	{1: 261.9649963378906}
1	127.0	77778.45120085758	74793.00229869712	{1: 261.197509765625}
1	128.0	77778.72194730415	74793.96494939268	{1: 261.197509765625}
1	129.0	77778.99269375071	74794.92760008825	{1: 253.91249084472656}
1	130.0	77779.26344019726	74795.89025078382	{1: 250.05999755859375}
1	131.0	77779.53418664382	74796.85290147937	{1: 246.34249877929688}
1	132.0	77779.80493309039	74797.81555217494	{1: 246.36000061035156}
1	133.0	77780.07567953695	74798.77820287051	{1: 246.36749267578125}
1	134.0	77780.34642598352	74799.74085356608	{1: 246.3800048828125}
1	135.0	77780.61717243007	74800.70350426165	{1: 246.40000915527344}
1	136.0	77780.88791887663	74801.66615495722	{1: 246.41250610351562}
1	137.0	77781.1586653232	74802.62880565278	{1: 246.66000366210938}
1	138.0	77781.42941176976	74803.59145634835	{1: 246.9499969482422}
1	139.0	77781.70015821632	74804.5541070439	{1: 247.16751098632812}
1	140.0	77781.97090466287	74805.51675773947	{1: 247.53250122070312}
1	141.0	77782.24165110943	74806.47940843504	{1: 246.72499084472656}
1	142.0	77782.512397556	74807.44205913061	{1: 246.79750061035156}
1	143.0	77782.78314400256	74808.40470982618	{1: 247.0749969482422}
1	144.0	77783.05389044913	74809.36736052175	{1: 246.59249877929688}
1	145.0	77783.32463689568	74810.33001121732	{1: 246.61500549316406}
1	146.0	77783.59538334224	74811.29266191288	{1: 246.62750244140625}
1	147.0	77783.8661297888	74812.25531260844	{1: 246.84249877929688}
1	148.0	77784.13687623537	74813.217963304	{1: 246.6699981689453}
1	149.0	77784.40762268193	74814.18061399958	{1: 246.6875}
1	150.0	77784.67836912848	74815.14326469514	{1: 246.69749450683594}
1	151.0	77784.94911557504	74816.10591539071	{1: 246.7050018310547}
1	152.0	77785.21986202161	74817.06856608628	{1: 246.73500061035156}
1	153.0	77785.49060846817	74818.03121678185	{1: 246.7624969482422}
1	154.0	77785.76135491474	74818.99386747742	{1: 246.7624969482422}
1	155.0	77786.03210136128	74819.95651817297	{1: 246.8199920654297}
1	156.0	77786.30284780785	74820.91916886854	{1: 246.8199920654297}
1	157.0	77786.57359425441	74821.8818195641	{1: 247.55999755859375}
1	158.0	77786.84434070098	74822.84447025968	{1: 248.3300018310547}
1	159.0	77787.11508714754	74823.80712095524	{1: 247.6425018310547}
1	160.0	77787.38583359409	74824.76977165081	{1: 247.77000427246094}
1	161.0	77787.65658004065	74825.73242234638	{1: 248.2324981689453}
1	162.0	77787.92732648722	74826.69507304195	{1: 248.52999877929688}
1	163.0	77788.19807293378	74827.6577237375	{1: 250.72499084472656}
1	164.0	77788.46881938034	74828.62037443307	{1: 248.39500427246094}
1	165.0	77788.7395658269	74829.58302512864	{1: 248.41751098632812}
1	166.0	77789.01031227346	74830.5456758242	{1: 251.5050048828125}
1	167.0	77789.28105872002	74831.50832651978	{1: 248.72999572753906}
1	168.0	77789.55180516659	74832.47097721534	{1: 247.15499877929688}
1	169.0	77789.82255161315	74833.43362791091	{1: 247.1899871826172}
1	170.0	77790.09329805971	74834.39627860648	{1: 247.34999084472656}
1	171.0	77790.36404450626	74835.35892930203	{1: 247.3824920654297}
1	172.0	77790.63479095283	74836.3215799976	{1: 247.4199981689453}
1	173.0	77790.90553739939	74837.28423069317	{1: 247.4425048828125}
1	174.0	77791.17628384595	74838.24688138874	{1: 247.47750854492188}
1	175.0	77791.44703029252	74839.20953208431	{1: 247.4875030517578}
1	176.0	77791.71777673907	74840.17218277988	{1: 247.4949951171875}
1	177.0	77791.98852318563	74841.13483347544	{1: 247.5}
1	178.0	77792.2592696322	74842.09748417101	{1: 247.54249572753906}
1	179.0	77792.53001607876	74843.06013486657	{1: 247.57000732421875}
1	180.0	77792.80076252532	74844.02278556213	{1: 247.59500122070312}
1	181.0	77793.07150897187	74844.9854362577	{1: 247.6074981689453}
1	182.0	77793.34225541844	74845.94808695327	{1: 247.63250732421875}
1	183.0	77793.613001865	74846.91073764884	{1: 247.65750122070312}
1	184.0	77793.88374831156	74847.87338834441	{1: 247.66249084472656}
1	185.0	77794.15449475813	74848.83603903998	{1: 247.74249267578125}
1	186.0	77794.42524120468	74849.79868973554	{1: 248.08250427246094}
1	187.0	77794.69598765124	74850.7613404311	{1: 248.71499633789062}
1	188.0	77794.9667340978	74851.72399112667	{1: 249.42999267578125}
1	189.0	77795.23748054437	74852.68664182223	{1: 250.7012481689453}
1	190.0	77795.50822699093	74853.6492925178	{1: 252.7802276611328}
1	191.0	77795.77897343748	74854.61194321337	{1: 259.6414794921875}
